source,doi,title,abstract,venue,year,citations,authors,url,filter_status
crossref,10.1016/j.ijforecast.2018.07.017,Forecasting the exchange rate using nonlinear Taylor rule based models,,International Journal of Forecasting,2019,17,"Wang, Rudan; Morley, Bruce; Stamatogiannis, Michalis P.",https://doi.org/10.1016/j.ijforecast.2018.07.017,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.09.003,Forecasting euro area inflation using a huge panel of survey expectations,,International Journal of Forecasting,2024,3,"Huber, Florian; Onorante, Luca; Pfarrhofer, Michael",https://doi.org/10.1016/j.ijforecast.2023.09.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.07.007,Probabilistic forecasting of heterogeneous consumer transaction–sales time series,,International Journal of Forecasting,2020,39,"Berry, Lindsay R.; Helman, Paul; West, Mike",https://doi.org/10.1016/j.ijforecast.2019.07.007,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.09.004,Demand forecasting under lost sales stock policies,,International Journal of Forecasting,2024,7,"Trapero, Juan R.; de Frutos, Enrique Holgado; Pedregal, Diego J.",https://doi.org/10.1016/j.ijforecast.2023.09.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.09.003,An information-theoretic approach for forecasting interval-valued SP500 daily returns,,International Journal of Forecasting,2020,30,"Buansing, T.S. Tuang; Golan, Amos; Ullah, Aman",https://doi.org/10.1016/j.ijforecast.2019.09.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.08.001,Forecasting Bitcoin with technical analysis: A not-so-random forest?,,International Journal of Forecasting,2023,47,"Gradojevic, Nikola; Kukolj, Dragan; Adcock, Robert; Djakovic, Vladimir",https://doi.org/10.1016/j.ijforecast.2021.08.001,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.03.020,Correlation analysis of forecasting methods: The case of the M4 competition,,International Journal of Forecasting,2020,1,"Agathangelou, Pantelis; Trihinas, Demetris; Katakis, Ioannis",https://doi.org/10.1016/j.ijforecast.2019.03.020,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2025.12.002,Quantile-based modeling of scale dynamics in financial returns for Value-at-Risk and Expected Shortfall forecasting,,International Journal of Forecasting,2025,2,"Liu, Xiaochun; Luger, Richard",https://doi.org/10.1016/j.ijforecast.2025.12.002,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.09.003,Forecasting house price growth rates with factor models and spatio-temporal clustering,,International Journal of Forecasting,2025,2,"Mattera, Raffaele; Franses, Philip Hans",https://doi.org/10.1016/j.ijforecast.2024.09.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2017.12.003,Forecasting banking crises with dynamic panel probit models,,International Journal of Forecasting,2018,35,"Antunes, António; Bonfim, Diana; Monteiro, Nuno; Rodrigues, Paulo M.M.",https://doi.org/10.1016/j.ijforecast.2017.12.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.09.007,An overview of the effects of algorithm use on judgmental biases affecting forecasting,,International Journal of Forecasting,2025,5,"Chacon, Alvaro; Kaufmann, Esther",https://doi.org/10.1016/j.ijforecast.2024.09.007,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.03.003,Forecasting presidential elections: Accuracy of ANES voter intentions,,International Journal of Forecasting,2025,7,"Ko, Hyein; Jackson, Natalie; Osborn, Tracy; Lewis-Beck, Michael S.",https://doi.org/10.1016/j.ijforecast.2024.03.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.06.003,A critical overview of privacy-preserving approaches for collaborative forecasting,,International Journal of Forecasting,2021,33,"Gonçalves, Carla; Bessa, Ricardo J.; Pinson, Pierre",https://doi.org/10.1016/j.ijforecast.2020.06.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.11.006,Probabilistic forecasting in day-ahead electricity markets: Simulating peak and off-peak prices,,International Journal of Forecasting,2020,36,"Muniain, Peru; Ziel, Florian",https://doi.org/10.1016/j.ijforecast.2019.11.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.04.020,Macroeconomic forecasting using approximate factor models with outliers,,International Journal of Forecasting,2020,4,"Chou, Ray Yeutien; Yen, Tso-Jung; Yen, Yu-Min",https://doi.org/10.1016/j.ijforecast.2019.04.020,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.04.004,New perspectives on forecasting inflation in emerging market economies: An empirical assessment,,International Journal of Forecasting,2019,12,"Duncan, Roberto; Martínez-García, Enrique",https://doi.org/10.1016/j.ijforecast.2019.04.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.05.016,Forecasting from others’ experience: Bayesian estimation of the generalized Bass model,,International Journal of Forecasting,2020,19,"Ramírez-Hassan, Andrés; Montoya-Blandón, Santiago",https://doi.org/10.1016/j.ijforecast.2019.05.016,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.11.004,Hierarchical forecasting for aggregated curves with an application to day-ahead electricity price auctions,,International Journal of Forecasting,2024,3,"Ghelasi, Paul; Ziel, Florian",https://doi.org/10.1016/j.ijforecast.2022.11.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.03.006,Forecasting government support in Irish general elections: Opinion polls and structural models,,International Journal of Forecasting,2021,4,"Quinlan, Stephen; Lewis-Beck, Michael S.",https://doi.org/10.1016/j.ijforecast.2021.03.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.11.012,Forecasting using variational Bayesian inference in large vector autoregressions with hierarchical shrinkage,,International Journal of Forecasting,2023,28,"Gefang, Deborah; Koop, Gary; Poon, Aubrey",https://doi.org/10.1016/j.ijforecast.2021.11.012,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.09.005,Evaluation of the best M4 competition methods for small area population forecasting,,International Journal of Forecasting,2023,8,"Wilson, Tom; Grossman, Irina; Temple, Jeromey",https://doi.org/10.1016/j.ijforecast.2021.09.005,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.04.008,Efficiency of poll-based multi-period forecasting systems for German state elections,,International Journal of Forecasting,2025,2,"Fritsch, Markus; Haupt, Harry; Schnurbus, Joachim",https://doi.org/10.1016/j.ijforecast.2024.04.008,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.03.004,Principles and algorithms for forecasting groups of time series: Locality and globality,,International Journal of Forecasting,2021,147,"Montero-Manso, Pablo; Hyndman, Rob J.",https://doi.org/10.1016/j.ijforecast.2021.03.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.05.006,Multi-view locally weighted regression for loss given default forecasting,,International Journal of Forecasting,2025,4,"Cheng, Hui; Jiang, Cuiqing; Wang, Zhao; Ni, Xiaoya",https://doi.org/10.1016/j.ijforecast.2024.05.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.06.009,Forecasting recovery rates on non-performing loans with machine learning,,International Journal of Forecasting,2021,67,"Bellotti, Anthony; Brigo, Damiano; Gambetti, Paolo; Vrins, Frédéric",https://doi.org/10.1016/j.ijforecast.2020.06.009,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.07.009,Bayesian forecasting of UEFA Champions League under alternative seeding regimes,,International Journal of Forecasting,2019,29,"Corona, Francisco; Forrest, David; Tena, J.D.; Wiper, Michael",https://doi.org/10.1016/j.ijforecast.2018.07.009,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2017.12.006,Use and misuse of information in supply chain forecasting of promotion effects,,International Journal of Forecasting,2019,68,"Fildes, Robert; Goodwin, Paul; Önkal, Dilek",https://doi.org/10.1016/j.ijforecast.2017.12.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2017.11.005,Online big data-driven oil consumption forecasting with Google trends,,International Journal of Forecasting,2019,205,"Yu, Lean; Zhao, Yaqing; Tang, Ling; Yang, Zebin",https://doi.org/10.1016/j.ijforecast.2017.11.005,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.01.003,"Forecasting electricity prices with expert, linear, and nonlinear models",,International Journal of Forecasting,2023,58,"Billé, Anna Gloria; Gianfreda, Angelica; Del Grosso, Filippo; Ravazzolo, Francesco",https://doi.org/10.1016/j.ijforecast.2022.01.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.02.005,Daily retail demand forecasting using machine learning with emphasis on calendric special days,,International Journal of Forecasting,2020,147,"Huber, Jakob; Stuckenschmidt, Heiner",https://doi.org/10.1016/j.ijforecast.2020.02.005,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2017.11.008,A calibration method with dynamic updates for within-match forecasting of wins in tennis,,International Journal of Forecasting,2019,23,"Kovalchik, Stephanie; Reid, Machar",https://doi.org/10.1016/j.ijforecast.2017.11.008,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.07.016,Gauging the uncertainty of the economic outlook using historical forecasting errors: The Federal Reserve’s approach,,International Journal of Forecasting,2019,37,"Reifschneider, David; Tulip, Peter",https://doi.org/10.1016/j.ijforecast.2018.07.016,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.05.007,Forecasting macroeconomic tail risk in real time: Do textual data add value?,,International Journal of Forecasting,2025,9,"Adämmer, Philipp; Prüser, Jan; Schüssler, Rainer A.",https://doi.org/10.1016/j.ijforecast.2024.05.007,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.01.005,Editorial,,International Journal of Forecasting,2020,0,"Pinson, Pierre",https://doi.org/10.1016/j.ijforecast.2020.01.005,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2022.01.007,A Markov chain model for forecasting results of mixed martial arts contests,,International Journal of Forecasting,2023,13,"Holmes, Benjamin; McHale, Ian G.; Żychaluk, Kamila",https://doi.org/10.1016/j.ijforecast.2022.01.007,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.12.008,Book review,,International Journal of Forecasting,2024,0,"Lahiri, Kajal",https://doi.org/10.1016/j.ijforecast.2023.12.008,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.07.010,Predicting inflation with recurrent neural networks,,International Journal of Forecasting,2025,7,"Paranhos, Livia",https://doi.org/10.1016/j.ijforecast.2024.07.010,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.06.008,Recurrent Neural Networks for Time Series Forecasting: Current status and future directions,,International Journal of Forecasting,2021,1062,"Hewamalage, Hansika; Bergmeir, Christoph; Bandara, Kasun",https://doi.org/10.1016/j.ijforecast.2020.06.008,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.07.008,A data-driven approach to forecasting ground-level ozone concentration,,International Journal of Forecasting,2022,22,"Marvin, Dario; Nespoli, Lorenzo; Strepparava, Davide; Medici, Vasco",https://doi.org/10.1016/j.ijforecast.2021.07.008,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.02.004,Data visualization and forecast combination for probabilistic load forecasting in GEFCom2017 final match,,International Journal of Forecasting,2019,1,"de Hoog, Julian; Abdulla, Khalid",https://doi.org/10.1016/j.ijforecast.2019.02.004,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2025.02.003,Acknowledgement to reviewers,,International Journal of Forecasting,2025,0,,https://doi.org/10.1016/j.ijforecast.2025.02.003,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.12.005,Forecasting the Covid-19 recession and recovery: Lessons from the financial crisis,,International Journal of Forecasting,2022,64,"Foroni, Claudia; Marcellino, Massimiliano; Stevanovic, Dalibor",https://doi.org/10.1016/j.ijforecast.2020.12.005,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.10.007,Portfolio selection under non-gaussianity and systemic risk: A machine learning based forecasting approach,,International Journal of Forecasting,2024,10,"Lin, Weidong; Taamouti, Abderrahim",https://doi.org/10.1016/j.ijforecast.2023.10.007,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.12.001,Acknowledgement to reviewers,,International Journal of Forecasting,2024,0,,https://doi.org/10.1016/j.ijforecast.2023.12.001,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.07.011,Crowdsourcing the vote: New horizons in citizen forecasting,,International Journal of Forecasting,2019,11,"Temporão, Mickael; Dufresne, Yannick; Savoie, Justin; Linden, Clifton van der",https://doi.org/10.1016/j.ijforecast.2018.07.011,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.05.018,Relative performance of judgmental methods for forecasting the success of megaprojects,,International Journal of Forecasting,2022,8,"Litsiou, Konstantia; Polychronakis, Yiannis; Karami, Azhdar; Nikolopoulos, Konstantinos",https://doi.org/10.1016/j.ijforecast.2019.05.018,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.05.010,Classification-based model selection in retail demand forecasting,,International Journal of Forecasting,2022,41,"Ulrich, Matthias; Jahnke, Hermann; Langrock, Roland; Pesch, Robert; Senge, Robin",https://doi.org/10.1016/j.ijforecast.2021.05.010,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.01.006,A rejoinder to “Thirty years on: A review of the Lee–Carter method for forecasting mortality”,,International Journal of Forecasting,2023,0,"Haberman, Steven",https://doi.org/10.1016/j.ijforecast.2023.01.006,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2018.01.002,Inversion copulas from nonlinear state space models with an application to inflation forecasting,,International Journal of Forecasting,2018,19,"Smith, Michael Stanley; Maneesoonthorn, Worapree",https://doi.org/10.1016/j.ijforecast.2018.01.002,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2023.07.001,Deep Probabilistic Koopman: Long-term time-series forecasting under periodic uncertainties,,International Journal of Forecasting,2024,8,"Mallen, Alex T.; Lange, Henning; Kutz, J. Nathan",https://doi.org/10.1016/j.ijforecast.2023.07.001,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2021.09.011,Transfer learning for hierarchical forecasting: Reducing computational efforts of M5 winning methods,,International Journal of Forecasting,2022,10,"Wellens, Arnoud P.; Udenio, Maxi; Boute, Robert N.",https://doi.org/10.1016/j.ijforecast.2021.09.011,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2019.07.002,Probabilistic electricity price forecasting with NARX networks: Combine point or probabilistic forecasts?,,International Journal of Forecasting,2020,58,"Marcjasz, Grzegorz; Uniejewski, Bartosz; Weron, Rafał",https://doi.org/10.1016/j.ijforecast.2019.07.002,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2025.02.005,Book review,,International Journal of Forecasting,2025,0,"Corani, Giorgio",https://doi.org/10.1016/j.ijforecast.2025.02.005,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2020.11.010,COVID-19: Forecasting confirmed cases and deaths with a simple time series model,,International Journal of Forecasting,2022,63,"Petropoulos, Fotios; Makridakis, Spyros; Stylianou, Neophytos",https://doi.org/10.1016/j.ijforecast.2020.11.010,drop:no_volatility_term
crossref,10.1016/j.ijforecast.2024.07.003,Humans vs. large language models: Judgmental forecasting in an era of advanced AI,,International Journal of Forecasting,2025,12,"Abolghasemi, Mahdi; Ganbold, Odkhishig; Rotaru, Kristian",https://doi.org/10.1016/j.ijforecast.2024.07.003,drop:no_volatility_term
